id,label
42262007,Total shoulder replacement (procedure)
42332004,Fistulization of appendix (procedure)
43548008,Mittelschmerz (finding)
4365001,Surgical repair (procedure)
43724002,Chill (finding)
43810009,Removal of thrombus (procedure)
44558001,Repair of inguinal hernia (procedure)
44882003,Balanitis (disorder)
45247004,Lengthening of tendon (procedure)
45372001,Insertion of pessary into vagina (procedure)
46028000,Amputation of hand (procedure)
46690002,Disorder of skin pigmentation (disorder)
46775006,Respiratory distress syndrome in the newborn (disorder)
46898007,Serologic test for herpes simplex (procedure)
47724003,Complication of injection (disorder)
4804005,Microbial identification test (procedure)
48167000,Amnesia (finding)
4819006,Effusion of joint of ankle AND/OR foot (disorder)
48531003,Achalasia (finding)
49558004,Tuberculous salpingitis (disorder)
49883006,Candidiasis of skin (disorder)
50177009,Body temperature above reference range (finding)
51037009,Fracture of patella (disorder)
52052004,Rehabilitation therapy (regime/therapy)
52172007,Repair of ligament (procedure)
52765003,Intubation (procedure)
52985009,Chylous ascites (disorder)
53585008,Radioisotope study of gastrointestinal system (procedure)
5433008,Skeletal X-ray of lower limb (procedure)
54587008,Simple phobia (disorder)
54810009,Voiding urethrocystography (procedure)
550007,Excision of lesion of adenoids (procedure)
55533009,Forgetful (finding)
56060000,Repair of musculotendinous cuff of shoulder (procedure)
56306000,Cosmetic surgery (procedure)
56819008,Endocarditis (disorder)
57933001,Unsocialized aggressive reaction of childhood (finding)
58554001,Empyema of pleura (disorder)
58781003,Gluteal tendinitis (disorder)
60411006,Misery and unhappiness reaction of childhood (finding)
60654006,Diagnostic radiography of abdomen (procedure)
60750009,Third cranial nerve disease (disorder)
61594008,Microbial culture (procedure)
61627001,Hyperchlorhydria (disorder)
61653009,Bennett's fracture (disorder)
64124008,Repair of vertebral fracture (procedure)
64144002,Pruritic rash (disorder)
64206003,Hypomenorrhea (finding)
64597002,Destructive procedure (procedure)
64662007,Pulmonary infarction (disorder)
6471006,Suicidal thoughts (finding)
64859006,Osteoporosis (disorder)
64910008,Disorder of testis (disorder)
65206009,Interdisciplinary medical team conference (procedure)
66951008,Carotid endarterectomy (procedure)
67166004,Aortocoronary artery bypass graft (procedure)
67516001,Detoxification therapy (regime/therapy)
68359008,Congenital hemivertebra (disorder)
68633000,Pupillary disorder (disorder)
68843000,Disease caused by Arthropod (disorder)
69031006,Excision of breast tissue (procedure)
69248007,Congenital anomaly of fixation of intestine (disorder)
69486001,Revision neuroplasty (procedure)
69787006,Contusion of finger (disorder)
70014009,Food poisoning caused by Clostridium perfringens (disorder)
70383000,Repair of vein (procedure)
70691001,Agoraphobia (disorder)
70751009,Ligation (procedure)
71025006,Dilation procedure (procedure)
7125002,Meningoencephalitis (disorder)
71638002,Disorder of calcium metabolism (disorder)
71906005,Paronychia (disorder)
72313002,Systolic arterial pressure (observable entity)
72767005,Revision rhinoplasty (procedure)
73749009,Neonatal jaundice associated with preterm delivery (disorder)
741007,Operation on prostate (procedure)
74474003,Gastrointestinal hemorrhage (disorder)
74772000,Meningomyelitis (disorder)
75007009,Algophobia (finding)
7520000,Pyrexia of unknown origin (finding)
75516001,Psychotherapy (regime/therapy)
75860007,Disorder of pharynx (disorder)
76105009,Cyclothymia (disorder)
76542006,Fracture of frontal sinus (disorder)
76808009,Suture of muscle (procedure)
76987002,Repair of aorta (procedure)
78885002,Disease of presumed infectious origin (disorder)
79321009,Application of splint (procedure)
79552009,Congenital duplication of liver (disorder)
80193009,Postgastric surgery syndrome (disorder)
80314008,Sensory testing (procedure)
80855002,Amputation of penis (procedure)
80954004,Decreased respiratory function (finding)
81010002,Decreased systolic arterial pressure (finding)
81375008,Physical assessment (procedure)
82453008,Thrombosis of iliac artery (disorder)
82581004,Ex-drinker (finding)
83607001,Gynecologic examination (procedure)
8392000,Non-smoker (finding)
84194006,Tuberculous oophoritis (disorder)
84410009,Disorder of digestive tract (disorder)
84448004,Implantation of electronic stimulator of spine (procedure)
84478008,Occupational therapy (regime/therapy)
84492002,Radiography of nasal sinuses (procedure)
86480004,Open reduction of fracture (procedure)
86986002,Hemolytic disease of fetus OR newborn due to RhD isoimmunization (disorder)
87121004,Visceral larva migrans syndrome (disorder)
87677003,Resection of rectum (procedure)
88050005,Hematoma of pinna (disorder)
88157006,Salpingitis (disorder)
89141000,Viral myocarditis (disorder)
89250008,Drainage of vertebral column (procedure)
90131007,Arthrocentesis (procedure)
90470006,Prostatectomy (procedure)
90580008,Fish (organism)
92021007,Benign neoplasm of body of uterus (disorder)
92069005,Benign neoplasm of soft tissue (disorder)
92071005,Benign neoplasm of cranial nerve (disorder)
92377001,Benign neoplasm of skin of temporal region (disorder)
92470003,Benign neoplasm of uterus (disorder)
92671006,Carcinoma in situ of tonsil (disorder)
93689003,Primary malignant neoplasm of bladder (disorder)
93734005,Primary malignant neoplasm of bronchus (disorder)
94392001,Secondary malignant neoplasm of lymph node (disorder)
94843004,Neoplasm of uncertain behavior of foot (disorder)
95320005,Disorder of skin (disorder)
95448006,Thrombosis of pelvic vein (disorder)
95690009,Retinal tear (disorder)
95837007,Central cyanosis (disorder)
95855003,Traumatic amputation of finger (disorder)
95856002,Traumatic amputation of hand (disorder)
10227000,Herpetic infection of penis (disorder)
102832009,Uninhibited neurogenic bladder (finding)
103284002,Positional vertigo (finding)
103287009,Vertigo on awakening (finding)
169070004,Computed tomography of abdomen (procedure)
169116004,X-ray of pathological specimen (procedure)
169167001,Radionuclide lymphogram (procedure)
174392009,Drainage of perianal abscess (procedure)
180011006,Above elbow amputation (procedure)
182678001,Hyposensitization to allergens (procedure)
186177005,Tuberculosis of lung with cavitation (disorder)
105611005,Sprain of ligament of joint (disorder)
10579003,Finding of odor of urine (finding)
106181007,Immunologic substance (substance)
196075003,Pleurisy (disorder)
10636005,Stomatocyte (cell)
196807006,Obstructed inguinal hernia (disorder)
196859000,Obstructed umbilical hernia (disorder)
196863007,Irreducible umbilical hernia (disorder)
197233000,Perianal infection (disorder)
201066002,Skin striae (disorder)
201517005,Seronegative arthritis secondary to Whipple's disease (disorder)
202328006,Fibrocartilage lesion of joint (disorder)
206539008,Sclerema neonatorum (disorder)
210323002,Open wound of scalp (disorder)
211037008,Abrasion of trunk (disorder)
108252007,Laboratory procedure (procedure)
108367008,Dislocation of joint (disorder)
108369006,Neoplasm (morphologic abnormality)
109266006,Melanoma in situ of skin (disorder)
223176004,Cerebellar disorder (disorder)
109289003,Melanocytic nevus of upper limb (disorder)
109291006,Melanocytic nevus of shoulder (disorder)
228697004,Yttrium 90 therapy (procedure)
10989008,Talipes equinus (disorder)
109992005,Polycythemia vera (disorder)
232339008,Disorder of nose AND/OR nasopharynx (disorder)
233604007,Pneumonia (disorder)
233635001,Disorder of pleura AND/OR pleural cavity (disorder)
233785003,Infectious disorder of trachea (disorder)
233794009,Tuberculous bronchopleural fistula (disorder)
234128000,Ectactic vein (disorder)
235075007,Tumor of oral cavity (disorder)
235132004,Neoplasm of salivary gland (disorder)
237777008,Adrenocortical hyperplasia (disorder)
237816004,Central precocious puberty (disorder)
238625005,Follicular keratosis (disorder)
238910008,Skin disorder of umbilicus (disorder)
239862000,Idiopathic osteoarthritis (disorder)
239866002,Osteoarthritis of elbow (disorder)
239867006,Osteoarthritis of wrist (disorder)
239873007,Osteoarthritis of knee (disorder)
239918008,Undifferentiated connective tissue disease (disorder)
111212009,Arthropathy associated with bacterial disease (disorder)
240349003,Cholera caused by Vibrio cholerae O1 Classical biotype (disorder)
240470005,Thoracic herpes zoster infection (disorder)
240598006,Penile warts (disorder)
241026003,Procedures to drains (procedure)
111970001,Abnormal cardiovascular function (finding)
247108008,Retinal vessel finding (finding)
247143009,Macula finding (finding)
247444006,Excoriation of skin (disorder)
248880003,Posterior vaginal wall prolapse (disorder)
112660002,Target cell (cell)
252995000,Malignant basal cell tumor (morphologic abnormality)
253035009,In situ melanocytic morphology (morphologic abnormality)
253171007,Dysgenesis of the cerebellum (disorder)
254651007,Squamous cell carcinoma of skin (disorder)
254677004,Trichilemmal cyst (disorder)
254758008,Skin tumor of neural origin (disorder)
254779008,Osteoarthritis deformans (disorder)
254788004,Angiokeratoma of skin (disorder)
254806009,Blue nevus of skin (disorder)
254818000,Dysplastic nevus of skin (disorder)
254827004,Lipomatous tumor (disorder)
255036008,Adrenal adenoma (disorder)
255046005,Neuroendocrine tumor (disorder)
255077007,Malignant tumor of digestive organ (disorder)
255627005,Agglutinin (substance)
259681001,Macrocytic erythrocyte (cell)
259682008,Spherocyte (cell)
259876007,Organ-specific antibody (substance)
262555007,Human bite - wound (disorder)
262968008,Intramuscular contusion (disorder)
263126002,Ligament injury (disorder)
263128001,Sprain of ligament of elbow (disorder)
263130004,Sprain of ligament of thumb (disorder)
264207005,Infection caused by Corynebacterium minutissimum (disorder)
114254008,Thermomonospora Related Organisms (organism)
266578003,Solitary cyst of breast (disorder)
268533009,Sterilization education (procedure)
270913004,Neuroelectrophysiology test (procedure)
271960000,Complicated diverticular disease of large intestine (disorder)
115222007,Paraganglioma AND/OR glomus tumor (morphologic abnormality)
115236002,Lymphatic vessel tumor (morphologic abnormality)
274068006,Excision of lipoma (procedure)
274160002,Fracture of phalanx of thumb (disorder)
115329001,Methicillin resistant Staphylococcus aureus (organism)
276197005,Infection caused by Corynebacterium diphtheriae (disorder)
276323006,Finding of color of skin (finding)
276655000,Congenital deformity (disorder)
276954004,Squamous cell carcinoma of floor of mouth (disorder)
115959002,Stereotactic radiosurgery (procedure)
283026008,Superficial injury of ear region (disorder)
283321007,Insect bite of head and neck (disorder)
283322000,Insect bite of head (disorder)
283330004,Insect bite of upper limb (disorder)
283339003,Insect bite of lower limb (disorder)
283683002,Mammal bite wound (disorder)
283789008,Animal bite wound of head and neck (disorder)
283802007,Animal bite wound of upper limb (disorder)
283822006,Animal bite wound of lower limb (disorder)
283838000,Reptile bite wound (disorder)
284346004,Injury of body cavity structure (disorder)
285309005,Squamous cell carcinoma of skin of cheek (disorder)
298285004,Systemic sclerosis with limited cutaneous involvement (disorder)
118147004,Viral nucleic acid assay (procedure)
118230007,Hearing finding (finding)
302816009,"Malignant tumor of soft tissue of head, face and neck (disorder)"
302833002,Paraganglioma (disorder)
302838006,Dermal cellular nevus (disorder)
118618005,Mycosis fungoides (disorder)
303662009,Computed tomography of intrathoracic structures (procedure)
118753009,Procedure on fascia (procedure)
118831003,Procedure on intestine (procedure)
118845009,Procedure on perianal tissue (procedure)
308870004,Dysplasia of colon (disorder)
309070006,Vulval skin biopsy sample (specimen)
309072003,Soft tissue sample (specimen)
119401005,Specimen from conjunctiva (specimen)
312601003,Thoracic aorta abnormality (disorder)
312884005,Under care of person (finding)
313394004,Specific antibody measurement (procedure)
315296002,Penetrating wound of eye (disorder)
321667001,Respiratory tract structure (body structure)
122482001,Infected bursa (disorder)
125590005,Injury of tracheobronchial tree (disorder)
125592002,Injury of integument (disorder)
359572002,Enterectomy with anastomosis (procedure)
12611008,Bone structure of tibia (body structure)
126492006,Neoplasm of skin of face (disorder)
126516008,Neoplasm of skin of upper limb (disorder)
126524003,Neoplasm of skin of lower limb (disorder)
126661001,Disorder of oropharynx (disorder)
126758009,Neoplasm of blood vessel of pelvis (disorder)
126770008,Neoplasm of lip (disorder)
126788000,Neoplasm of parotid gland (disorder)
126799003,Neoplasm of floor of mouth (disorder)
126809003,Neoplasm of oropharynx (disorder)
126865007,Neoplasm of peritoneum (disorder)
126876006,Neoplasm of mesothelial tissue of peritoneum (disorder)
126907002,Neoplasm of female genital organ (disorder)
127002001,Neoplasm of retina (disorder)
127024001,Neoplasm of pituitary gland (disorder)
127086001,Cervical lymphadenopathy (disorder)
127144009,Mesenteric lymphadenopathy (disorder)
127458004,Specimen from lung (specimen)
127479004,Specimen from uterus (specimen)
359643005,Enthesitis (disorder)
128060009,Venous varices (disorder)
359655004,Mastoid and middle ear procedure (procedure)
128213006,Neuromuscular junction disorder (disorder)
128268005,Arthropathy of pelvis (disorder)
12856003,Uneven venous ectasia (morphologic abnormality)
128839002,Papillary ependymoma (morphologic abnormality)
13885002,Division of fascia (procedure)
13937002,Subretinal hemorrhage (disorder)
1489008,Hordeolum externum (disorder)
16121001,Gastrojejunal ulcer (disorder)
16614002,Creatine kinase isoenzymes measurement (procedure)
1717003,Idiopathic guttate hypomelanosis (disorder)
17796002,Transient acantholytic dermatosis (disorder)
19830006,Blood group antibody (substance)
20425006,Labyrinthine disorder (disorder)
20589000,Pappenheimer body (morphologic abnormality)
20639004,Candidiasis of the esophagus (disorder)
20673009,Disorder of thymus gland (disorder)
21007002,Wernicke's disease (disorder)
21355007,Operative procedure on middle ear (procedure)
21372000,Radium therapy (procedure)
21589007,"Ependymoma, anaplastic (morphologic abnormality)"
21846001,Pulmonary actinomycosis (disorder)
22193007,Degenerative joint disease of hand (disorder)
23014006,Cervicofacial actinomycosis (disorder)
23387001,Perforation of esophagus (disorder)
24551003,Arteriovenous malformation (morphologic abnormality)
257006,"Acne rosacea, erythematous telangiectatic type (disorder)"
26077002,Disorder of fascia (disorder)
2622007,Infected ulcer of skin (disorder)
27367001,Wrinkled structure (morphologic abnormality)
27483000,Diagnostic radiography with contrast media (procedure)
30621004,Autoantibody (substance)
31704005,Residual hemorrhoidal skin tags (disorder)
31845005,Retraction of nipple (disorder)
32110003,Disorder of anus (disorder)
32665003,Scrotal hernia (disorder)
32931001,Calcification of pleura (disorder)
33148003,Arthrography (procedure)
33952002,Localized osteoarthrosis (disorder)
34319007,Induration of skin (disorder)
34603009,Basal cell adenocarcinoma (morphologic abnormality)
34630004,Pityriasis (disorder)
35158001,Paresis of extraocular muscles (disorder)
3519007,Disorder of synovium (disorder)
35524003,Arthropathy associated with another disorder (disorder)
36186002,Polyarthropathy (disorder)
36656008,Beriberi (disorder)
37151006,Erythromelalgia (disorder)
38162008,Disarticulation of hip (procedure)
38781007,Structure of appendicular skeleton (body structure)
39785005,Disorder of pulmonary circulation (disorder)
41291007,Angioedema (disorder)
41888000,Temporomandibular joint disorder (disorder)
42075002,Diagnostic radiography of skull (procedure)
42537006,Secondary perineal tear in the puerperium (disorder)
43650005,Decreased cardiac function (finding)
43829003,Chronic osteoarthritis (disorder)
4438009,Venography of vena cava (procedure)
45028007,Elliptocyte (cell)
45030009,Disorder of eye movements (disorder)
45554006,Radiography of thoracic spine (procedure)
45865005,Foreign body in tracheobronchial tree (disorder)
46044009,Megavoltage radiation therapy (procedure)
46764007,Severe pre-eclampsia (disorder)
47695004,Inability to cope (finding)
47787007,Dacryocyte (cell)
48611009,Darier disease (disorder)
49465005,Angioma serpiginosum (disorder)
49616005,Monoclonal antibody (substance)
49783001,Paraneoplastic syndrome (disorder)
49938009,Drepanocyte (cell)
50697003,General anesthesia (procedure)
51233000,Sigmoidostomy (procedure)
51289009,Digestive tract structure (body structure)
5132005,Keratosis pilaris (disorder)
51384001,Burr cell (cell)
51398009,Hamartoma (morphologic abnormality)
51742006,Disorder of anterior pituitary (disorder)
52475004,Xeroderma (disorder)
52845002,Nephritis (disorder)
53362006,Basophilic stippling (morphologic abnormality)
53593008,Folliculitis decalvans (disorder)
53836006,Secondary hemochromatosis (disorder)
54302000,Discharge from nipple (disorder)
54767005,Disorder of visual pathways (disorder)
55342001,Neoplastic disease (disorder)
55550006,Radioisotope study of central nervous system (procedure)
56087001,Dacryocystography (procedure)
56265001,Heart disease (disorder)
56689002,Crohn's disease of small intestine (disorder)
57241006,Anisocytosis (morphologic abnormality)
58150001,Fracture of clavicle (disorder)
60485005,Pleurobronchopneumonia (disorder)
60549007,Multiple endocrine adenomas (morphologic abnormality)
63339007,Disorder of uterine cervix (disorder)
63599005,Acanthocyte (cell)
63643000,Derangement of knee (disorder)
6400008,Xanthoma of eyelid (disorder)
64090007,Burn of thumb (disorder)
64169002,Traumatic shock (disorder)
65108000,At risk for violence (finding)
65198009,Arterial thrombosis (disorder)
65340007,Aneurysm of heart (disorder)
66520009,Female hirsutism (disorder)
66769009,Radiography of cervical spine (procedure)
68496003,Polyp of colon (disorder)
70310009,Schistocyte (cell)
71314006,Fibrillary astrocytoma (morphologic abnormality)
71539001,Suture of fascia (procedure)
72272002,Non malignant mast cell disease (disorder)
72442006,Disorder of posterior pituitary (disorder)
72826005,Macrocytosis (morphologic abnormality)
73668004,"Calcium measurement, urine (procedure)"
73725006,Thickening of pleura (disorder)
73982001,Gemistocytic astrocytoma (morphologic abnormality)
74610006,Tuberculous erythema nodosum (disorder)
74722002,Rectal contents (substance)
74728003,Hypopituitarism (disorder)
75679007,Radiography of gastrointestinal tract (procedure)
76334006,Immunotherapy (procedure)
76437000,Contusion of thumb (disorder)
76583009,Chondrodermatitis nodularis helicis (disorder)
76712006,Disorder of digestive organ (disorder)
77477000,Computed tomography (procedure)
77986002,Melanoma in situ (morphologic abnormality)
78809005,Gastric polyp (disorder)
79733001,Amputation above-knee (procedure)
79897009,Cerebellar abscess (disorder)
79974007,Cat scratch disease (disorder)
80258006,Drug-induced lupus erythematosus (disorder)
80653007,Howell-Jolly body (morphologic abnormality)
80659006,Disorder of skin and/or subcutaneous tissue (disorder)
80907003,Contusion of scapular region (disorder)
81020007,Cholera caused by Vibrio cholerae El Tor (disorder)
81808003,Hemarthrosis (disorder)
82127005,Perianal abscess (disorder)
82300000,Degenerative joint disease of ankle AND/OR foot (disorder)
82354003,Multiple system malformation syndrome (disorder)
85005007,Cannabis dependence (disorder)
85919009,Disorder of intestine (disorder)
85972008,Sensory disorder (disorder)
86352002,Sclerosis of the skin (disorder)
86553008,Immunosuppressive therapy (procedure)
8691004,Acquired ichthyosis (disorder)
86924002,Gallium scan (procedure)
87177002,Burn of mouth (disorder)
87500009,Hilar lymphadenopathy (disorder)
88312006,Amputation of leg through tibia and fibula (procedure)
88386004,Congenital anomaly of diaphragm (disorder)
89105000,Asteatosis cutis (disorder)
90805008,Diagnostic radiography of lumbar spine (procedure)
91502009,Spinocerebellar disease (disorder)
91720002,Body substance (substance)
92097004,Benign neoplasm of eye (disorder)
92585006,Carcinoma in situ of esophagus (disorder)
92787000,Carcinoma in situ of uterine adnexa (disorder)
92937004,Congenital abnormal shape of pinna (disorder)
93977003,Primary malignant neoplasm of pylorus (disorder)
95344007,Ulcer of lower extremity (disorder)
95529005,Acute gastric ulcer (disorder)
95898004,Tick bite (disorder)
9851009,Body position finding (finding)
363272006,"Radiologic imaging, special views and positions (procedure)"
363277000,Radiographic procedure on neck (procedure)
363378008,Malignant tumor of major salivary gland (disorder)
363385007,Malignant tumor of floor of mouth (disorder)
363393007,Malignant tumor of tonsil (disorder)
363410008,Malignant tumor of sigmoid colon (disorder)
363439008,Malignant tumor of soft tissue of head (disorder)
363493006,Malignant tumor of bronchus (disorder)
363506007,Malignant tumor of nasal sinuses (disorder)
363507003,Malignant neoplasm of pharynx (disorder)
168089007,Amniotic fluid appearance (observable entity)
168501001,Radiology result abnormal (finding)
186193001,"Tuberculosis of lung, confirmed by sputum microscopy with or without culture (disorder)"
186204008,"Tuberculosis of lung, bacteriological and histological examination not done (disorder)"
187793004,Malignant tumor of pancreatic duct (disorder)
189197001,Hemangioma of intra-abdominal structure (disorder)
191382009,Chronic congestive splenomegaly (disorder)
191787001,Psychosexual identity disorder (disorder)
191983006,Bruxism (disorder)
199745000,Complication occurring during labor and delivery (disorder)
200975007,Psoriasis vulgaris (disorder)
201114008,Nail deformity (disorder)
204046005,Anomalies of hypothalamus (disorder)
204537008,Anomaly of laryngeal and/or tracheal cartilage (disorder)
204671009,Congenital pyloric stenosis (disorder)
210630002,"Traumatic amputation, finger, multiple (disorder)"
212986009,Effects of vibration (disorder)
254555008,Carcinoma of fundus of stomach (disorder)
254567005,Carcinoma of greater curve of stomach (disorder)
266330004,Ruptured varicose veins (disorder)
268054009,Osteoarthritis of multiple joints (disorder)
269469005,Malignant neoplasm of soft tissue (disorder)
269957009,Cervical smear result (finding)
274015000,Tympanic membrane operation (procedure)
275095009,Syme through ankle amputation (procedure)
275260000,Congenital malformation of the respiratory system (disorder)
275448003,Perianal dermatitis (disorder)
275496003,Nasal infection (disorder)
302226006,Peripheral nerve disease (disorder)
302810003,Viral infection of central nervous system (disorder)
313254003,Varicose vein of lower limb with phlebitis (disorder)
129846003,Polypharmacy (finding)
154283005,Pulmonary tuberculosis (disorder)
155441006,Polyarteritis nodosa (disorder)
200722003,Pyogenic granuloma (disorder)
363779003,Genotype determination (procedure)
370967009,Retinoblastoma (disorder)
372071003,Microscopy for malarial parasites (procedure)
372109003,Disorder of joint of spine (disorder)
372791003,Antitussive agent (substance)
372926008,Genus Chlamydophila (organism)
373093003,Coronary artery fistula (disorder)
373350008,Procedure on cartilage (procedure)
386584007,Adrenal cortical hypofunction (disorder)
386642007,Insertion of prosthesis or prosthetic device of femoral head (procedure)
386649003,Partial hip replacement by prosthesis (procedure)
386829005,Temporary colostomy (procedure)
387637008,Effusion of joint (disorder)
387742006,Amblyopia (disorder)
387840005,Neoplasm of heart AND/OR pericardium (disorder)
387842002,Neoplasm of heart (disorder)
395096001,Stereotactic radiotherapy (procedure)
396207002,Computed tomography of brain with radiopaque contrast (procedure)
396232000,Inguinal hernia (disorder)
396233005,Arthropathy associated with infection (disorder)
396234004,Infective arthritis (disorder)
396276007,Fluid appearance (observable entity)
396285007,Bronchopneumonia (disorder)
396286008,Bilateral bronchopneumonia (disorder)
396325007,Degenerative skin disorder (disorder)
396328009,Integumentary system part (body structure)
396331005,Celiac disease (disorder)
396332003,Rheumatism (disorder)
396343006,Funisitis (disorder)
396347007,Umbilical hernia (disorder)
396348002,Acute eczema (disorder)
396490007,Myringoplasty (procedure)
396540005,Phlebotomy (procedure)
396552003,Abdominal circumference (observable entity)
397007003,Mast cell disorder (disorder)
397012002,Cutaneous mastocytosis (disorder)
397019006,Abnormal red blood cell (cell)
397020000,Poikilocyte (cell)
397021001,Hypochromic erythrocyte (cell)
397022008,Microcytic erythrocyte (cell)
397060004,Erythrocyte inclusion (morphologic abnormality)
397117006,Amputation of lower limb (procedure)
397129002,Specimen from vulva (specimen)
397166008,Gritti-Stokes amputation (procedure)
397172008,Gastrointestinal Crohn's disease (disorder)
397173003,Crohn's disease of intestine (disorder)
397175005,Foreign body in wound (morphologic abnormality)
397180001,Open wound of head AND/OR neck (disorder)
397181002,Open fracture (disorder)
397195004,Benign melanocytic neoplasm (morphologic abnormality)
397218006,Amputation of ankle (procedure)
397320006,Disorder of umbilicus (disorder)
397395005,Lavage of bronchus (procedure)
397430003,Diphtheria caused by Corynebacterium diphtheriae (disorder)
397434007,Infection caused by Corynebacterium (disorder)
397544007,Complicated cataract surgery (procedure)
397597001,Finding related to care delivery (finding)
397600000,Skin antibody measurement (procedure)
397617007,Von Willebrand factor activity measurement (procedure)
397698003,Allergen specific immunoglobulin E antibody measurement by method (procedure)
397706001,Finding related to ability to cope (finding)
397732007,Neurogenic dysfunction of the urinary bladder (finding)
397739003,Failed insertion (situation)
397751001,Lesion of median nerve (disorder)
397752008,Obstetric perineal wound disruption (disorder)
397758007,Avascular necrosis of bone (disorder)
397795007,Polysomatizing disorder (disorder)
397798009,Creatine kinase measurement (procedure)
397809001,Nontraumatic extradural intracranial hemorrhage (disorder)
397825006,Gastric ulcer (disorder)
397827003,Growth hormone deficiency (disorder)
397836004,Time of delivery (observable entity)
397841007,Drug-induced bradycardia (disorder)
397849009,Dialysis catheter (physical object)
397923000,Somatization disorder (disorder)
397927004,Timing milestone (observable entity)
397940009,Victim of child abuse (finding)
397987002,Measurement site (attribute)
397988007,Ventilation-perfusion finding (finding)
398021003,Connective tissue disease overlap syndrome (disorder)
398022005,Vaginal wall prolapse (disorder)
398029001,Paralysis of bladder (finding)
398036000,Familial hypercholesterolemia (disorder)
398049005,Mixed collagen vascular disease (disorder)
398050005,Diverticular disease of colon (disorder)
398057008,Tension-type headache (disorder)
398064005,Neurogenic bladder (finding)
398100001,Hereditary motor and sensory neuropathy (disorder)
398102009,Acute poliomyelitis (disorder)
398114001,Ehlers-Danlos syndrome (disorder)
398137007,Finding of creatine kinase level (finding)
398152000,Poor muscle tone (finding)
398157006,Diverticular disease of large intestine (disorder)
398171003,Hearing examination (procedure)
398176008,Peripherally inserted central catheter (physical object)
398182006,Insertion of inferior vena caval filter (procedure)
398199007,Aseptic necrosis of bone (disorder)
398206004,Congenital deformity of face (disorder)
398212009,Liquid stool (finding)
398240004,Medication error (event)
398248006,Repair of eyelid (procedure)
398254007,Pre-eclampsia (disorder)
398302004,Congenital anomaly of face (disorder)
398318005,Fournier's gangrene (disorder)
398324004,Tympanocentesis (procedure)
398565003,Infection caused by Clostridium botulinum (disorder)
398623004,Refractory anemia with excess blasts (disorder)
398680004,Citrullinemia (disorder)
398696001,Congenital pigmented melanocytic nevus (disorder)
398740003,Colostomy (procedure)
398760006,Abducens nerve palsy (disorder)
398878007,Sprain of ligament (disorder)
398887003,Renal replacement (procedure)
398909004,Rosacea (disorder)
398925009,Abducens nerve disorder (disorder)
398987004,Headache following lumbar puncture (disorder)
398991009,Motor retardation (finding)
398993007,Joint derangement (disorder)
398995000,Cardiac valve prolapse (disorder)
399014008,Administration of vaccine product containing only Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae antigens (procedure)
399020009,Congestive cardiomyopathy (disorder)
399029005,Tinea cruris (disorder)
399054005,Exotropia (disorder)
399068003,Malignant tumor of prostate (disorder)
399072004,Bladder neck obstruction (disorder)
399076001,Tibial neuropathy (disorder)
399091004,Facioscapulohumeral muscular dystrophy (disorder)
399112009,Seronegative arthritis (disorder)
399114005,Adhesive capsulitis of shoulder (disorder)
399117003,Polymerase chain reaction test for Hepatitis C (procedure)
399120006,Infantile cataract (disorder)
399122003,Swallowing problem (finding)
399141000,Male sterilization (procedure)
399143002,Polymerase chain reaction test for Neisseria gonorrhoeae (procedure)
399170009,Primary hemochromatosis (disorder)
399183005,Impetigo bullosa (disorder)
399187006,Hemochromatosis (disorder)
399191001,Polymerase chain reaction test for Herpes simplex (procedure)
399193003,Polymerase chain reaction for Chlamydia trachomatis (procedure)
399205006,Pseudofolliculitis barbae (disorder)
399210005,Neurological investigation (procedure)
399244003,Disorder of pituitary gland (disorder)
399256002,Polymerase chain reaction test for human immunodeficiency virus type 1 (procedure)
399291005,Pharyngoesophageal diverticulum (disorder)
399294002,Cyst of breast (disorder)
399298004,Polymerase chain reaction test for Toxoplasma (procedure)
399302007,Polymerase chain reaction test for Dengue virus (procedure)
399305009,Nonsenile cataract (disorder)
399315003,Radionuclide therapy (procedure)
399323001,Day blindness (disorder)
399324007,Bacterial folliculitis (disorder)
399326009,Malignant tumor of urinary bladder (disorder)
399329002,Tinea barbae (disorder)
399357009,Thiamine deficiency (disorder)
399391008,Dysplasia of large intestine (disorder)
399427004,Monitoring of patient with cancer (regime/therapy)
399432003,Adenoma of large intestine (disorder)
399435001,Specimen measurable (observable entity)
399463004,Retinitis (disorder)
399492000,Tissue specimen from lung (specimen)
399505005,Polyp of large intestine (disorder)
399617002,Carditis (disorder)
399710006,Stereotactically guided core needle biopsy (procedure)
399723004,Polyp of small intestine (disorder)
399750009,Excision of thymus (procedure)
399795002,Mold specific immunoglobulin G antibody measurement (procedure)
399796001,Agglutinating antibody (substance)
399797005,Antibody by function (substance)
399848008,Alternaria alternata specific immunoglobulin G antibody measurement (procedure)
399850000,Hematopoietic system antibody (substance)
399890002,Adenomatous neoplasm of borderline malignancy (morphologic abnormality)
399893000,Disorder of skin of neck (disorder)
399899001,Acquired melanocytic nevus (disorder)
399907009,Animal bite wound (disorder)
399913000,Scalp and/or neck structure (body structure)
399921006,Hamartoma of skin (disorder)
399933001,Vulval intraepithelial neoplasia (disorder)
399937000,Acquired disorder of keratinization (disorder)
399956005,Melanocytic neoplasm (disorder)
399959003,Premature aging syndrome (disorder)
399963005,Abrasion (disorder)
